STIMP 3.2?m – Downhill (30?cm past),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Slope elevation (centimeters),,,,,,,,,,,,,,,,,,,,,,,,,,,
17.4,47,47,47,47,44,44,44,44,44,44,41,41,41,41,41,38,38,38,38,38,35,35,35,35,35,32,32,32
17.7,47,47,47,47,47,44,44,44,44,44,44,41,41,41,41,41,38,38,38,38,38,35,35,35,35,35,32,32
18,50,47,47,47,47,47,47,44,44,44,44,44,41,41,41,41,41,38,38,38,38,38,35,35,35,35,35,32
18.3,50,50,47,47,47,47,47,47,44,44,44,44,44,41,41,41,41,41,38,38,38,38,38,35,35,35,35,35
18.6,50,50,50,47,47,47,47,47,47,44,44,44,44,44,41,41,41,41,41,38,38,38,38,38,35,35,35,35
18.9,50,50,50,50,47,47,47,47,47,47,44,44,44,44,44,41,41,41,41,41,38,38,38,38,38,35,35,35
19.2,53,50,50,50,50,47,47,47,47,47,47,44,44,44,44,44,41,41,41,41,41,38,38,38,38,38,35,35
19.5,53,53,50,50,50,50,50,47,47,47,47,47,44,44,44,44,44,41,41,41,41,41,38,38,38,38,38,35
19.8,53,53,53,50,50,50,50,50,47,47,47,47,47,44,44,44,44,44,41,41,41,41,41,38,38,38,38,38
20.1,53,53,53,53,50,50,50,50,50,47,47,47,47,47,44,44,44,44,44,41,41,41,41,41,38,38,38,38
